Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Value,Wage,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28
,R. Bozhinov CB,20,63,77,Pisa 2026 ~ 2030,72912,"193cm 6'4""",81kg 179lbs,Left,€1.1M,€2K,62,70,57,71,66,35,45,62,60,15,12,14,3,2,,,
,Iker Luque RW RM,20,63,78,Atlético Madrid 2024 ~ 2028,82937,"168cm 5'6""",60kg 132lbs,Right,€1.2M,€10K,77,76,52,47,36,59,57,34,28,9,11,12,3,3,,,
,Javi Morcillo CDM CM,19,63,76,Atlético Madrid 2026 ~ 2028,85082,"183cm 6'0""",75kg 165lbs,Right,€1.1M,€8K,59,63,67,68,62,59,54,62,57,11,6,10,3,2,,,
,Miguel Cubo ST,17,63,80,Atlético Madrid 2025 ~ 2029,85338,"184cm 6'0""",75kg 165lbs,Right,€1.2M,€8K,68,66,56,64,25,54,55,23,19,8,7,10,3,3,,,
,Xavi Espart RB CDM CM,18,63,81,FC Barcelona 2024 ~ 2028,81863,"175cm 5'9""",65kg 143lbs,Right,€1.2M,€10K,75,79,55,54,59,55,51,57,60,15,11,14,2,3,,,
,David Jiménez RB,21,63,74,Real Madrid 2024 ~ 2027,75239,"170cm 5'7""",63kg 139lbs,Right,€1M,€20K,68,67,64,50,60,53,52,59,56,7,10,6,3,2,,,
,Jorge Cestero CM CDM,19,63,80,Real Madrid 2025 ~ 2028,82756,"181cm 5'11""",76kg 168lbs,Right,€1.2M,€20K,64,63,67,64,62,66,55,60,50,5,11,9,3,2,,,
,Álvaro Leiva RW LW RM,20,63,72,Real Madrid 2026 ~ 2028,83234,"173cm 5'8""",68kg 150lbs,Right,€1.1M,€23K,77,75,60,76,34,52,52,31,26,12,15,11,3,2,,,
,Mikel Santos GK,20,63,75,Athletic Club 2025 ~ 2027,79582,"182cm 6'0""",72kg 159lbs,Left,€1M,€3K,35,31,25,57,18,42,41,11,13,65,64,66,2,1,,,
,Selton CAM CM,18,63,82,Athletic Club 2025 ~ 2029,82124,"185cm 6'1""",75kg 165lbs,Right,€1.2M,€6K,63,65,50,36,57,68,58,56,45,11,12,6,3,3,,,
,Dani Pérez CM CAM CDM,19,63,76,Real Betis Balompié 2025 ~ 2030,272487,"173cm 5'8""",64kg 141lbs,Right,€1.1M,€5K,61,52,52,36,54,65,56,55,53,7,9,8,4,2,,,
,Hugo Burcio CDM CM CB,18,63,77,RC Celta 2024 ~ 2027,83212,"187cm 6'2""",76kg 168lbs,Right,€1.1M,€4K,64,62,66,73,60,53,54,62,58,9,7,5,3,3,,,
,David Otorbi RW RM LM,17,63,78,Valencia CF 2024 ~ 2028,279868,"180cm 5'11""",75kg 165lbs,Right,€1.1M,€5K,76,69,53,56,28,51,52,30,33,8,9,7,3,3,,,
,Aitor Mañas ST,22,63,71,Deportivo Alavés 2025 ~ 2028,70183,"185cm 6'1""",75kg 165lbs,Left,€1.1M,€6K,55,60,57,59,27,53,60,23,25,5,8,11,3,2,,,
,Arguibide RB RM,20,63,77,CA Osasuna 2023 ~ 2027,71277,"178cm 5'10""",75kg 165lbs,Right,€1.1M,€5K,73,68,64,58,60,59,57,60,57,7,10,12,3,3,,,
,Raúl Chasco LB,21,63,73,CA Osasuna 2025 ~ 2028,74441,"179cm 5'10""",68kg 150lbs,Left,€1M,€5K,72,69,62,55,61,51,49,63,62,7,5,9,3,2,,,
,D. Stamatakis GK,22,63,73,CA Osasuna 2025 ~ 2027,276087,"191cm 6'3""",83kg 183lbs,Right,€925K,€4K,17,17,22,57,9,38,22,11,12,63,64,62,5,1,,,
,A. Diatta CDM CM,20,63,75,Villarreal CF 2026 ~ 2030,75748,"190cm 6'3""",78kg 172lbs,Left,€1.1M,€6K,55,53,60,64,65,52,48,66,63,14,15,8,3,2,,,
,Rubén Gómez GK,23,63,71,Villarreal CF 2024 ~ 2027,271757,"185cm 6'1""",73kg 161lbs,Right,€925K,€4K,29,29,28,46,20,41,23,11,14,63,62,63,3,1,,,
,P. Ba RM CAM RW,21,63,71,Girona FC 2024 ~ 2028,75502,"180cm 5'11""",75kg 165lbs,Left,€1.1M,€5K,78,79,57,59,26,54,53,26,27,11,9,12,3,3,,,
,Miguel Narváez GK,23,63,70,Real Oviedo 2025 ~ 2027,73213,"188cm 6'2""",79kg 174lbs,Right,€825K,€4K,22,30,31,69,11,36,37,11,13,64,65,59,3,1,,,
,Pablo Agudín CAM LM ST CM,17,63,81,Real Oviedo 2025 ~ 2029,279758,"178cm 5'10""",69kg 152lbs,Right,€1.2M,€4K,74,72,51,49,32,63,65,37,38,14,8,7,3,3,,,
,B. Mantato RM LB RW,17,62,83,Manchester United 2025 ~ 2028,82853,"180cm 5'11""",73kg 161lbs,Left,€1.2M,€8K,82,83,55,62,48,58,59,48,45,7,7,14,3,3,,,
,T. Fletcher CM CDM,18,62,80,Manchester United 2025 ~ 2027,82899,"183cm 6'0""",75kg 165lbs,Right,€1M,€9K,68,68,63,62,60,62,61,61,59,7,13,13,3,2,,,
,M. Gillespie GK,33,62,62,Newcastle United 2020 ~ 2029,198039,"192cm 6'4""",83kg 183lbs,Right,€130K,€12K,32,33,20,61,20,42,48,11,19,63,61,61,3,1,,,
,C. Olusesi CM CAM CDM,18,62,81,Tottenham Hotspur 2024 ~ 2029,75770,"175cm 5'9""",70kg 154lbs,Right,€1M,€11K,75,74,62,56,59,64,61,58,55,14,12,8,3,3,,,
,J. Byfield CB,16,62,80,Tottenham Hotspur 2025 ~ 2027,81899,"185cm 6'1""",80kg 176lbs,Right,€925K,€8K,66,68,56,73,60,31,54,62,61,5,9,15,2,2,,,
,M. Kanté CDM CM,19,62,76,West Ham United 2024 ~ 2031,278284,"192cm 6'4""",80kg 176lbs,Right,€900K,€8K,68,68,66,71,59,60,56,62,61,9,12,14,3,2,,,
,J. Kusi-Asare ST,17,62,84,"Fulham FC Jun 30, 2026 On loan",278578,"196cm 6'5""",84kg 185lbs,Right,€1.3M,€7K,59,67,60,77,21,50,59,25,23,10,13,5,3,2,,,
,C. Kporha RB RM,18,62,78,Crystal Palace 2023 ~ 2029,73896,"170cm 5'7""",67kg 148lbs,Right,€975K,€9K,75,70,55,52,58,57,59,58,56,6,11,11,4,3,,,
,R. Cardines RB RM LB,19,62,75,Crystal Palace 2025 ~ 2028,80711,"175cm 5'9""",67kg 148lbs,Right,€900K,€9K,76,73,61,57,56,61,58,58,57,6,6,9,3,2,,,
,T. McGill GK,25,62,67,Brighton & Hove Albion 2022 ~ 2027,243588,"185cm 6'1""",80kg 176lbs,Right,€475K,€9K,32,29,31,50,14,37,43,12,12,62,60,61,2,1,,,
,O. Bevan CB,21,62,72,AFC Bournemouth 2021 ~ 2028,271235,"186cm 6'1""",77kg 170lbs,Right,€825K,€9K,63,57,48,71,61,32,57,63,62,14,7,13,3,2,,,
,N. Buayi-Kiala CM CDM,21,62,73,AJ Auxerre 2024 ~ 2030,276933,"177cm 5'10""",75kg 165lbs,Right,€900K,€4K,59,57,56,57,60,60,58,63,59,12,11,6,3,2,,,
,A. Diallo CM CDM,19,62,75,RC Lens 2024 ~ 2027,74429,"179cm 5'10""",70kg 154lbs,Right,€950K,€4K,62,56,46,48,55,64,62,56,46,7,12,12,3,3,,,
,I. Jourdren GK,16,62,78,RC Lens 2025 ~ 2029,78547,"188cm 6'2""",70kg 154lbs,Right,€875K,€700,20,32,27,30,14,35,36,11,12,60,61,59,3,1,,,
,E. Garnier RM RB,19,62,75,RC Lens 2026 ~ 2027,83218,"180cm 5'11""",72kg 159lbs,Left,€950K,€4K,67,68,52,53,49,56,54,49,41,10,6,6,5,3,,,
,S. Nibombe CDM CB CM,17,62,78,AS Monaco 2026 ~ 2027,75554,"198cm 6'6""",82kg 181lbs,Right,€950K,€3K,63,66,68,78,58,49,53,69,64,5,11,5,3,2,,,
,I. Touré RB CB RM,18,62,77,AS Monaco 2026 ~ 2028,82978,"180cm 5'11""",72kg 159lbs,Right,€875K,€4K,67,72,64,65,65,43,56,58,56,11,8,7,3,3,,,
,M. Acapandié RB,20,62,73,FC Nantes 2026 ~ 2028,74474,"182cm 6'0""",72kg 159lbs,Right,€825K,€3K,73,68,67,61,57,36,56,63,61,5,11,9,2,2,,,
,A. Camara ST,20,62,67,"FC Nantes Jun 30, 2026 On loan",279130,"180cm 5'11""",73kg 161lbs,Left,€600K,€4K,78,78,70,66,20,58,57,19,17,7,9,9,3,2,,,
,B. Żelazowski GK,20,62,76,OGC Nice 2024 ~ 2028,76901,"193cm 6'4""",73kg 161lbs,Right,€850K,€2K,48,46,33,66,8,38,30,11,14,63,60,61,2,1,,,
,P. Mounguengue ST,17,62,77,Paris Saint-Germain 2026 ~ 2028,85529,"182cm 6'0""",75kg 165lbs,Right,€925K,€8K,71,70,58,51,16,61,56,20,18,6,5,11,3,3,,,
,H. Do Marcolino CAM CM ST,19,62,79,Stade Rennais FC 2026 ~ 2028,76534,"179cm 5'10""",65kg 143lbs,Right,€1M,€4K,72,74,53,56,26,62,58,35,26,8,5,9,3,3,,,
,I. Sabaly CDM CM,17,62,76,RC Strasbourg Alsace 2026 ~ 2030,85291,"190cm 6'3""",78kg 172lbs,Left,€850K,€5K,61,66,66,70,60,57,53,66,57,13,12,13,3,2,,,
,Y. Diémé RM ST RW,17,62,76,RC Strasbourg Alsace 2026 ~ 2030,85530,"180cm 5'11""",70kg 154lbs,Left,€900K,€5K,70,66,52,49,28,61,56,34,25,13,8,6,3,3,,,
,Y. Sellami CM CDM,18,62,74,Olympique de Marseille 2024 ~ 2027,74959,"184cm 6'0""",74kg 163lbs,Right,€925K,€5K,58,55,54,47,47,63,58,53,40,11,6,15,4,3,,,
,M. Louër RB CB,18,62,76,Angers SCO 2025 ~ 2028,75423,"181cm 5'11""",75kg 165lbs,Right,€875K,€2K,64,68,64,66,59,35,56,67,62,12,8,12,3,2,,,
,N. Obougou ST RM RW,19,62,74,Le Havre AC 2025 ~ 2028,82671,"180cm 5'11""",73kg 161lbs,Right,€950K,€3K,73,79,53,74,16,41,55,24,16,15,11,14,3,3,,,
,N. Wasbauer CB,20,62,74,Toulouse FC 2024 ~ 2027,70015,"186cm 6'1""",80kg 176lbs,Right,€900K,€4K,55,57,62,69,58,37,60,65,63,13,14,9,3,2,,,
,I. Azizi LW ST LM,17,62,78,Toulouse FC 2025 ~ 2030,78379,"173cm 5'8""",63kg 139lbs,Right,€1M,€3K,78,75,51,45,19,60,62,25,21,8,15,14,4,3,,,
,D. Zema RW CAM RM,18,62,76,Toulouse FC 2025 ~ 2030,80772,"169cm 5'7""",63kg 139lbs,Left,€925K,€4K,71,67,57,38,33,61,68,43,28,6,12,6,4,3,,,
,N. Lahmadi CM CDM,20,62,72,Toulouse FC 2023 ~ 2030,277820,"178cm 5'10""",71kg 157lbs,Right,€875K,€4K,65,60,58,54,56,64,61,61,49,12,10,10,3,2,,,
,J. Urbich ST,21,62,74,Borussia Mönchengladbach 2025 ~ 2028,81726,"188cm 6'2""",79kg 174lbs,Right,€975K,€5K,53,57,55,68,20,53,58,25,20,11,8,12,3,2,,,
,F. Fleck RW CAM RM,18,62,77,Borussia Mönchengladbach 2025 ~ 2027,82741,"170cm 5'7""",65kg 143lbs,Left,€925K,€4K,68,67,57,40,30,62,58,32,32,12,8,9,2,3,,,
,F. Chávez CM CAM CDM,18,62,80,"1. FC Köln Jun 30, 2026 On loan",82814,"177cm 5'10""",70kg 154lbs,Left,€1M,€7K,61,63,57,49,49,60,52,58,52,7,13,9,4,2,,,
,F. Schenten ST LW,17,62,79,1. FC Köln 2025 ~ 2030,82816,"189cm 6'2""",80kg 176lbs,Right,€1M,€3K,68,63,59,63,15,57,48,14,14,15,9,6,4,2,,,
,Y. Niang RW ST RM,19,62,79,1. FC Köln 2026 ~ 2027,83078,"185cm 6'1""",75kg 165lbs,Right,€1M,€4K,71,69,50,53,19,57,54,31,29,5,8,11,3,3,,,
,J. Mensah CM CAM CDM,17,62,82,Bayer 04 Leverkusen 2025 ~ 2027,80665,"176cm 5'9""",68kg 150lbs,Right,€1.1M,€7K,67,69,60,55,50,63,58,61,53,10,9,13,3,2,,,
,M. Ćatović CDM CM CB,18,62,78,VfB Stuttgart 2025 ~ 2028,76087,"187cm 6'2""",83kg 183lbs,Right,€950K,€5K,56,60,55,74,61,60,52,60,55,12,10,14,3,2,,,
,L. Penna CAM RM CM,18,62,77,VfB Stuttgart 2026 ~ 2027,79288,"184cm 6'0""",74kg 163lbs,Right,€925K,€5K,68,67,50,47,32,69,52,48,41,9,9,12,3,3,,,
,F. Moreno Fell ST LW LM,25,62,66,1. FSV Mainz 05 2025 ~ 2028,82128,"189cm 6'2""",82kg 181lbs,Right,€550K,€6K,55,58,54,76,22,41,60,34,29,7,10,5,3,2,,,
,J. Bürger RB RM,18,62,75,VfL Wolfsburg 2025 ~ 2028,78753,"180cm 5'11""",72kg 159lbs,Right,€875K,€5K,69,65,59,55,55,49,55,64,61,6,15,8,2,2,,,
,M. Dills CAM RW CM,18,62,82,Eintracht Frankfurt 2025 ~ 2028,82099,"177cm 5'10""",67kg 148lbs,Right,€1.1M,€4K,62,65,55,44,26,63,60,39,36,8,10,8,3,3,,,
,A. Staff ST RW,17,62,85,Eintracht Frankfurt 2025 ~ 2028,82822,"182cm 6'0""",76kg 168lbs,Right,€1.3M,€4K,66,69,61,56,18,49,50,28,20,5,6,7,3,2,,,
,D. Preu LM CAM ST LW,20,62,77,1. FC Union Berlin 2023 ~ 2030,276489,"172cm 5'8""",64kg 141lbs,Right,€950K,€5K,69,67,50,39,29,57,55,37,35,5,11,6,3,3,,,
,E. Gazdov GK,21,62,71,"FC St. Pauli Jun 30, 2026 On loan",77620,"194cm 6'4""",80kg 176lbs,Right,€775K,€700,34,41,36,64,13,34,33,14,12,60,60,64,2,1,,,
,D. Vavassori ST CAM,19,62,75,Atalanta 2026 ~ 2029,74573,"175cm 5'9""",75kg 165lbs,Right,€950K,€9K,66,65,56,50,21,45,56,18,15,7,6,9,3,3,,,
,F. Rossi GK,34,62,62,Atalanta 2009 ~ 2029,194894,"193cm 6'4""",83kg 183lbs,Right,€70K,€8K,22,21,22,30,27,30,42,17,16,63,62,60,2,1,,,
,Saná Fernandes ST CAM,19,62,75,Lazio 2023 ~ 2028,278338,"165cm 5'5""",57kg 126lbs,Right,€950K,€5K,89,80,51,36,30,46,55,38,33,7,14,6,3,3,,,
,L. Torriani GK,20,62,76,AC Milan 2024 ~ 2030,72179,"197cm 6'6""",85kg 187lbs,Right,€850K,€3K,22,16,26,48,16,52,55,10,11,59,56,62,4,1,,,
,C. Balentien RM RW,18,62,76,AC Milan 2025 ~ 2030,81252,"189cm 6'2""",75kg 165lbs,Right,€925K,€6K,67,61,65,56,29,51,56,51,40,13,6,9,3,3,,,
,D. Mikołajewski ST,19,62,74,Parma 2026 ~ 2030,74453,"184cm 6'0""",76kg 168lbs,Right,€950K,€4K,66,61,59,62,22,56,61,22,19,14,7,5,3,3,,,
,L. Venturino RM LM RW,19,62,76,"Roma Jun 30, 2026 On loan",76172,"169cm 5'7""",57kg 126lbs,Right,€950K,€4K,67,71,60,53,21,51,48,22,16,9,11,12,2,3,,,
,N. Kovač CM CDM,20,62,71,Lecce 2025 ~ 2028,80604,"185cm 6'1""",75kg 165lbs,Right,€875K,€2K,64,62,61,57,49,63,51,58,54,12,5,10,4,2,,,
,O. Gorter CDM CM,20,62,71,Lecce 2025 ~ 2028,80606,"181cm 5'11""",75kg 165lbs,Right,€825K,€2K,55,62,65,59,61,51,50,62,61,11,8,6,3,2,,,
,O. Raterink RB RM,19,62,75,Cagliari 2026 ~ 2030,74768,"189cm 6'2""",80kg 176lbs,Right,€900K,€2K,71,75,70,60,56,50,51,59,58,7,6,11,3,2,,,
,Y. Trepy ST,19,62,74,Cagliari 2026 ~ 2028,82808,"191cm 6'3""",80kg 176lbs,Left,€950K,€2K,74,80,62,60,20,56,54,22,18,14,9,12,2,3,,,
,P. Mendy ST,18,62,76,Cagliari 2026 ~ 2031,83827,"187cm 6'2""",80kg 176lbs,Left,€925K,€2K,65,69,61,56,21,52,50,19,15,6,6,15,3,3,,,
,E. Kouadio CB,19,62,76,Fiorentina 2025 ~ 2027,74926,"191cm 6'3""",74kg 163lbs,Right,€875K,€6K,65,68,66,69,60,30,51,67,65,10,10,9,3,2,,,
,G. Lafont CM CDM,19,62,76,Genoa 2025 ~ 2028,74484,"175cm 5'9""",59kg 130lbs,Left,€950K,€4K,66,59,68,67,56,61,58,59,53,9,13,5,3,3,,,
,D. Sommariva GK,27,62,65,Genoa 2023 ~ 2030,225432,"185cm 6'1""",76kg 168lbs,Right,€400K,€3K,40,44,31,57,19,30,28,17,19,64,56,59,2,1,,,
,D. Denoon CB,21,62,73,"Pisa Jun 30, 2026 On loan",74876,"187cm 6'2""",85kg 187lbs,Right,€825K,€3K,64,63,61,76,61,42,44,60,58,10,11,8,3,2,,,
,G. Zacchi GK,21,62,71,Sassuolo 2025 ~ 2027,80811,"185cm 6'1""",78kg 172lbs,Right,€775K,€2K,24,25,26,59,9,33,35,13,11,61,62,61,3,1,,,
,Dani Martinez CB LB CDM CM,21,62,75,Atlético Madrid 2023 ~ 2027,82755,"186cm 6'1""",75kg 165lbs,Left,€925K,€8K,65,68,61,68,62,41,64,62,56,6,6,7,2,2,,,
,Rayane CAM RM CM,20,62,76,Atlético Madrid 2026 ~ 2029,279569,"175cm 5'9""",63kg 139lbs,Right,€950K,€8K,69,66,61,54,53,63,59,54,55,7,5,5,4,3,,,
,D. Kochen GK,19,62,79,FC Barcelona 2024 ~ 2028,277908,"189cm 6'2""",83kg 183lbs,Right,€900K,€5K,21,21,17,62,6,22,35,13,14,61,62,62,2,1,,,
,Daniel Yáñez RW RM,18,62,78,Real Madrid 2024 ~ 2029,75917,"177cm 5'10""",73kg 161lbs,Left,€1M,€19K,70,74,58,59,32,55,48,34,25,7,13,10,2,3,,,
,Manu González GK,18,62,79,Real Betis Balompié 2025 ~ 2028,74717,"189cm 6'2""",81kg 179lbs,Right,€900K,€1K,20,30,23,44,13,35,28,14,12,63,60,57,3,1,,,
,Jan Salas CM CAM LM CDM,19,62,76,RCD Mallorca 2025 ~ 2028,74716,"182cm 6'0""",67kg 148lbs,Right,€950K,€5K,58,59,59,56,55,63,64,60,54,7,12,7,3,2,,,
,Aimar Blázquez ST,19,62,77,Valencia CF 2025 ~ 2027,80683,"194cm 6'4""",75kg 165lbs,Right,€950K,€6K,57,63,59,68,17,49,56,17,18,12,6,15,3,2,,,
,Lander Pinillos CAM RM CM,21,62,73,Deportivo Alavés 2025 ~ 2027,78858,"176cm 5'9""",66kg 146lbs,Right,€900K,€5K,74,72,70,60,52,60,56,58,57,9,15,9,3,3,,,
,Álex Sánchez RM LM CAM RW,19,62,76,Elche CF 2026 ~ 2027,83277,"174cm 5'9""",60kg 132lbs,Left,€950K,€4K,68,65,49,42,38,65,52,41,32,11,15,8,3,3,,,
,A. Boayar ST,19,62,78,Elche CF 2023 ~ 2027,279035,"178cm 5'10""",74kg 163lbs,Right,€1M,€4K,68,74,55,54,22,54,52,15,22,11,14,8,3,3,,,
,Rafa Romero GK,21,62,72,Sevilla FC 2025 ~ 2027,279507,"192cm 6'4""",75kg 165lbs,Left,€775K,€2K,33,32,25,42,7,36,32,10,11,60,60,60,2,1,,,
,J. Valou CB LB,19,62,78,Villarreal CF 2024 ~ 2030,80684,"188cm 6'2""",86kg 190lbs,Left,€975K,€5K,63,63,64,73,64,39,45,63,58,10,10,14,3,2,,,
,Carlos Macià CM CDM,16,62,81,Villarreal CF 2025 ~ 2029,82665,"190cm 6'3""",78kg 172lbs,Right,€1M,€4K,64,65,58,61,64,60,63,61,51,6,8,10,3,2,,,
,M. Krug CB,18,62,76,Levante UD 2025 ~ 2028,80678,"192cm 6'4""",77kg 170lbs,Right,€875K,€4K,52,62,60,75,55,40,50,60,55,11,14,15,3,2,,,
,Alberto Risco CAM CM,19,62,75,Getafe CF 2023 ~ 2028,71977,"179cm 5'10""",68kg 150lbs,Left,€950K,€5K,57,55,38,46,35,63,63,48,47,12,13,10,2,3,,,
,Diego Espinosa CB,20,62,75,Real Oviedo 2025 ~ 2029,277458,"195cm 6'5""",80kg 176lbs,Left,€900K,€5K,60,64,61,73,60,31,47,62,60,15,9,14,2,2,,,
,Dieguito CM CAM RM CDM,20,62,76,Real Oviedo 2023 ~ 2028,279141,"175cm 5'9""",70kg 154lbs,Right,€950K,€5K,71,70,63,57,53,65,63,52,50,12,8,7,3,3,,,
,R. Williams CB,24,61,66,Liverpool 2019 ~ 2028,247601,"195cm 6'5""",82kg 181lbs,Right,€450K,€12K,62,66,51,73,60,48,59,60,59,5,14,12,2,2,,,
,H. Davies GK,21,61,72,Liverpool 2021 ~ 2030,271977,"190cm 6'3""",80kg 176lbs,Right,€650K,€5K,30,28,20,63,12,24,23,13,10,60,63,59,2,1,,,
,E. da Silva Moreira RB RM,19,61,77,Nottingham Forest 2024 ~ 2028,71634,"184cm 6'0""",82kg 181lbs,Right,€825K,€9K,75,73,58,61,54,56,54,62,58,14,10,6,2,3,,,
,J. Rowswell CB,18,61,76,Tottenham Hotspur 2024 ~ 2029,82187,"188cm 6'2""",85kg 187lbs,Right,€725K,€9K,66,68,56,76,60,38,51,62,61,10,7,11,3,2,,,
,L. Orford CDM CM,19,61,78,West Ham United 2023 ~ 2029,70230,"182cm 6'0""",70kg 154lbs,Right,€800K,€7K,60,62,64,63,59,61,63,60,58,13,15,9,3,2,,,
,M. Aleksić CM CAM CDM,19,61,71,Sunderland 2024 ~ 2028,74917,"179cm 5'10""",72kg 159lbs,Right,€700K,€7K,65,66,55,53,53,64,58,56,52,15,11,5,3,2,,,
,K. Rodney CDM RB CM,20,61,70,Crystal Palace 2024 ~ 2030,276718,"189cm 6'2""",77kg 170lbs,Right,€675K,€9K,59,61,54,66,61,58,58,62,60,5,11,6,3,2,,,
,C. Mélières RB,20,61,73,FC Metz 2025 ~ 2028,80578,"175cm 5'9""",65kg 143lbs,Right,€750K,€2K,72,65,58,44,57,43,53,65,67,11,8,6,2,2,,,
,D. Coulibaly CM CDM,16,61,76,OGC Nice 2025 ~ 2027,80063,"190cm 6'3""",76kg 168lbs,Right,€750K,€2K,72,69,59,72,59,61,62,63,48,9,14,14,3,3,,,
,E. Legendre Quiñonez RM RW,17,61,77,Stade Rennais FC 2025 ~ 2029,82427,"179cm 5'10""",68kg 150lbs,Right,€825K,€2K,75,70,51,55,33,47,58,38,27,10,7,14,3,3,,,
,T. Noubissie CM CDM,16,61,79,RC Strasbourg Alsace 2026 ~ 2028,83565,"188cm 6'2""",77kg 170lbs,Left,€825K,€5K,68,66,57,58,52,57,59,58,46,7,6,10,2,3,,,
,Daniel Semedo CAM CM,21,61,70,FC Lorient 2026 ~ 2028,82993,"177cm 5'10""",68kg 150lbs,Right,€725K,€3K,78,73,47,44,39,58,65,44,36,12,9,12,3,3,,,
,T. Sanusi LW RW LM,18,61,82,"FC Lorient Jun 30, 2026 On loan",275301,"178cm 5'10""",63kg 139lbs,Right,€1M,€12K,88,85,53,48,25,48,65,26,21,6,13,9,3,4,,,
,U. Lamare El Kadmiri ST,18,61,75,Olympique de Marseille 2026 ~ 2027,85288,"193cm 6'4""",84kg 185lbs,Left,€775K,€5K,61,66,53,81,22,51,53,22,16,6,6,11,2,2,,,
,J. Van Neck GK,21,61,71,Olympique de Marseille 2025 ~ 2027,278095,"191cm 6'3""",70kg 154lbs,Right,€650K,€2K,25,32,23,63,10,39,23,11,12,64,59,55,3,1,,,
,L. Machine ST,19,61,71,Angers SCO 2025 ~ 2028,78377,"183cm 6'0""",75kg 165lbs,Right,€725K,€2K,66,74,57,77,19,41,46,21,17,11,8,15,3,2,,,
,P. Argney GK,19,61,77,Le Havre AC 2024 ~ 2027,71265,"186cm 6'1""",75kg 165lbs,Right,€750K,€900,44,43,27,47,9,33,41,13,15,62,59,54,2,1,,,
,G. Zohouri CM CDM,18,61,76,Le Havre AC 2024 ~ 2027,73625,"185cm 6'1""",75kg 165lbs,Right,€750K,€2K,52,54,34,62,60,64,62,62,55,7,7,5,2,2,,,
,E. Faty ST,18,61,76,Toulouse FC 2025 ~ 2030,80691,"189cm 6'2""",75kg 165lbs,Right,€775K,€3K,75,76,57,75,19,46,59,23,17,12,9,9,3,3,,,
,F. Efuele Ngoyala CB CDM CM,20,61,74,Toulouse FC 2025 ~ 2028,80775,"184cm 6'0""",75kg 165lbs,Right,€750K,€3K,62,64,58,63,56,28,58,69,63,11,13,14,3,2,,,
,G. Della Rovere CAM CM,18,61,80,FC Bayern München 2026 ~ 2027,70068,"187cm 6'2""",75kg 165lbs,Left,€825K,€6K,58,60,41,49,39,62,57,35,33,5,12,13,3,3,,,
,W. Mike LM LW,16,61,85,FC Bayern München 2025 ~ 2027,77126,"175cm 5'9""",65kg 143lbs,Left,€1M,€5K,73,70,44,43,26,57,43,36,38,7,8,10,5,3,,,
,V. Manuba RB LB,20,61,74,FC Bayern München 2025 ~ 2028,82813,"183cm 6'0""",80kg 176lbs,Right,€750K,€7K,69,69,65,64,60,47,50,60,54,5,12,7,3,2,,,
,B. Sapoko Ndiaye CM CAM CDM,17,61,81,FC Bayern München 2026 ~ 2028,85225,"180cm 5'11""",77kg 170lbs,Right,€875K,€5K,78,85,40,55,61,62,59,57,56,8,6,10,3,2,,,
,E. Benkara CB,18,61,79,Borussia Dortmund 2026 ~ 2029,76107,"193cm 6'4""",80kg 176lbs,Right,€775K,€5K,53,55,52,74,57,35,49,64,62,15,14,9,3,2,,,
,M. Kaba CDM CM,16,61,85,Borussia Dortmund 2026 ~ 2027,78577,"197cm 6'6""",86kg 190lbs,Right,€975K,€4K,56,58,49,67,64,59,65,61,52,13,6,10,3,2,,,
,C. Neumann RB RM,18,61,77,1. FC Köln 2025 ~ 2027,82767,"178cm 5'10""",70kg 154lbs,Right,€800K,€3K,69,67,61,52,60,39,51,57,62,15,5,10,3,2,,,
,S. Musah ST,19,61,77,SV Werder Bremen 2025 ~ 2029,79455,"198cm 6'6""",84kg 185lbs,Right,€850K,€4K,65,68,60,69,24,51,60,23,23,6,9,14,3,3,,,
,D. Gleiber CM CAM CDM,20,61,75,1. FSV Mainz 05 2024 ~ 2028,75280,"181cm 5'11""",78kg 172lbs,Left,€775K,€4K,67,55,51,52,39,57,60,52,50,15,14,13,3,2,,,
,P. Hensel CM CDM CAM,18,61,76,VfL Wolfsburg 2025 ~ 2029,82194,"181cm 5'11""",75kg 165lbs,Right,€750K,€5K,62,63,49,55,53,65,55,51,48,6,14,8,2,3,,,
,F. Micheler CM CAM CDM,20,61,75,TSG 1899 Hoffenheim 2024 ~ 2027,74464,"185cm 6'1""",76kg 168lbs,Right,€775K,€5K,61,55,49,59,23,56,60,55,55,13,8,11,3,2,,,
,K. Frees CB,20,61,71,TSG 1899 Hoffenheim 2025 ~ 2029,78436,"203cm 6'8""",98kg 216lbs,Right,€675K,€4K,66,51,56,85,58,31,43,66,60,12,11,11,2,2,,,
,D. Klein GK,24,61,67,FC Augsburg 2021 ~ 2029,257637,"191cm 6'3""",84kg 185lbs,Right,€425K,€3K,20,27,23,57,7,35,29,15,12,61,59,59,2,1,,,
,S. Spari GK,23,61,71,FC St. Pauli 2025 ~ 2028,73119,"196cm 6'5""",89kg 196lbs,Right,€625K,€2K,20,29,24,63,12,35,27,10,10,61,58,59,3,1,,,
