Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,F. Folino CB,23,65,73,Cremonese 2025 ~ 2028,€1.5M,€3K,1493,
,Fran González GK,20,65,82,Real Madrid 2024 ~ 2030,€1.7M,€12K,945,
,Hugo González RM LM RW,22,65,74,RC Celta 2025 ~ 2028,€1.6M,€7K,1628,
,Fortuño GK,23,65,73,RCD Espanyol 2020 ~ 2027,€1.4M,€3K,1067,
,J. Kalumba LM LB RM LW,20,65,75,RCD Mallorca 2026 ~ 2029,€1.6M,€6K,1656,
,Cristian Rivero GK,27,65,67,Valencia CF 2017 ~ 2027,€650K,€6K,986,
,Buba Sangaré RB CB,17,65,79,"Elche CF Jun 30, 2026 On loan",€1.6M,€6K,1674,
,Alberto Flores GK,21,65,77,Sevilla FC 2022 ~ 2027,€1.5M,€3K,947,
,Pau Cabanes ST RM,20,65,78,Villarreal CF 2024 ~ 2028,€1.7M,€8K,1557,
,Lass Kourouma CM CAM CDM,21,65,74,Girona FC 2025 ~ 2028,€1.6M,€6K,1687,
,T. Sharman-Lowe GK,22,64,74,Chelsea 2020 ~ 2028,€1.1M,€11K,1069,
,T. King GK,30,64,64,Everton 2025 ~ 2027,€400K,€7K,1137,
,Á. Pécsi GK,20,64,78,Liverpool 2025 ~ 2030,€1.2M,€7K,981,
,D. León LB LM,18,64,83,Manchester United 2025 ~ 2030,€1.4M,€11K,1757,
,H. Howell RM CAM RW,17,64,82,Brighton & Hove Albion 2025 ~ 2028,€1.5M,€10K,1601,
,M. Goffi CB RB,17,64,77,Lille OSC 2025 ~ 2028,€1.2M,€3K,1560,
,L. Diarra GK,22,64,74,Olympique Lyonnais 2023 ~ 2027,€1.1M,€3K,929,
,A. Hamdani LM LW,16,64,79,Olympique Lyonnais 2025 ~ 2028,€1.3M,€3K,1583,
,N. Mbala LM RM LW,17,64,77,FC Metz 2026 ~ 2029,€1.3M,€2K,1583,
,S. Doucouré CB,20,64,77,FC Nantes 2024 ~ 2027,€1.3M,€3K,1391,
,B. Deuff CDM CM,19,64,79,FC Nantes 2025 ~ 2029,€1.3M,€3K,1707,
,Everton CDM CM,18,64,77,OGC Nice 2026 ~ 2029,€1.3M,€4K,1624,
,Z. Diallo ST,20,64,75,OGC Nice 2025 ~ 2028,€1.3M,€6K,1518,
,N. Nsoki LW RW LM,18,64,79,Paris Saint-Germain 2025 ~ 2027,€1.4M,€12K,1582,
,N. Mukiele LM ST LW,19,64,78,Stade Rennais FC 2025 ~ 2028,€1.4M,€5K,1520,
,T. Mmadi LM CAM LW,18,64,75,Olympique de Marseille 2025 ~ 2028,€1.2M,€6K,1555,
,R. Le Guen CB,18,64,76,Stade Brestois 29 2025 ~ 2029,€1.3M,€4K,1338,
,H. Makalou CDM CM,18,64,81,Stade Brestois 29 2025 ~ 2029,€1.4M,€4K,1673,
,K. Quetant ST CAM,18,64,76,Le Havre AC 2025 ~ 2028,€1.4M,€3K,1499,
,L. Gueye RW RM,27,64,64,Paris FC 2023 ~ 2029,€625K,€12K,1632,
,A. Sarco ST,19,64,81,"Borussia Mönchengladbach Jun 30, 2026 On loan",€1.5M,€12K,1600,
,T. Sippel GK,37,64,64,Borussia Mönchengladbach 2015 ~ 2027,€60K,€3K,1128,
,O. Stange ST LM,18,64,81,Hamburger SV 2024 ~ 2028,€1.5M,€5K,1509,
,L. Jovanović RM LM RW,18,64,82,VfB Stuttgart 2025 ~ 2029,€1.5M,€6K,1491,
,T. Chandler RB RM,35,64,64,Eintracht Frankfurt 2014 ~ 2029,€180K,€6K,1821,
,L. Petersson GK,21,64,70,TSG 1899 Hoffenheim 2024 ~ 2027,€775K,€3K,976,
,U. Ogundu ST,19,64,77,FC Augsburg 2026 ~ 2031,€1.4M,€7K,1476,
,A. Thomas LW ST LM,17,64,84,RB Leipzig 2026 ~ 2031,€1.6M,€7K,1618,
,N. Elphege ST,24,64,67,Parma 2026 ~ 2030,€800K,€5K,1515,
,R. Żelezny GK,18,64,78,Roma 2025 ~ 2029,€1.2M,€3K,932,
,D. Oyegoke CB RB RM,22,64,74,Hellas Verona FC 2025 ~ 2028,€1.2M,€3K,1605,
,O. Ngom CM CDM,21,64,74,Lecce 2026 ~ 2029,€1.3M,€3K,1673,
,M. Vigorito GK,35,64,64,Como 2023 ~ 2028,€60K,€7K,1084,
,N. Zätterström CB,20,64,78,"Genoa Jun 30, 2026 On loan",€1.3M,€10K,1541,
,Salvi Esquivel GK,19,64,78,Atlético Madrid 2024 ~ 2027,€1.2M,€4K,869,
,Javi Boñar RB CB,20,64,78,Atlético Madrid 2023 ~ 2028,€1.3M,€9K,1612,
,Julio Díaz LB LM,20,64,78,Atlético Madrid 2024 ~ 2028,€1.3M,€9K,1616,
,Toni Fernández RW RM,16,64,83,FC Barcelona 2025 ~ 2027,€1.5M,€11K,1517,
,Víctor Valdepeñas CB LB LM,18,64,81,Real Madrid 2025 ~ 2029,€1.4M,€19K,1597,
,César Palacios CAM CM ST,20,64,78,Real Madrid 2023 ~ 2027,€1.4M,€24K,1562,
,Manuel Ángel CM CDM CAM,21,64,75,Real Madrid 2023 ~ 2027,€1.3M,€23K,1617,
,Marc Vidal GK,25,64,68,RC Celta 2025 ~ 2028,€650K,€4K,915,
,Tristán GK,23,64,72,RCD Espanyol 2025 ~ 2030,€1.1M,€3K,961,
,Rubén Iranzo CB RB,22,64,73,Valencia CF 2024 ~ 2027,€1.2M,€8K,1611,
,Mauro CDM CM,20,64,73,CA Osasuna 2023 ~ 2028,€1.2M,€6K,1621,
,Diego Méndez CDM CM,21,64,72,Rayo Vallecano 2021 ~ 2030,€1.2M,€4K,1565,
,Miguel Sierra RW LW RM,20,64,74,Sevilla FC 2024 ~ 2029,€1.3M,€6K,1550,
,I. Bekhoucha RB,20,64,75,Getafe CF 2025 ~ 2028,€1.2M,€6K,1648,
,V. Krapyvtsov GK,20,64,78,Girona FC 2024 ~ 2029,€1.2M,€3K,941,
,Marco Esteban CB RB,19,64,75,Real Oviedo 2025 ~ 2028,€1.2M,€5K,1522,
,S. Chambers CAM RM CM,17,63,79,Leeds United 2025 ~ 2028,€1.2M,€7K,1601,
,A. Cairns GK,32,63,63,Leeds United 2024 ~ 2029,€240K,€8K,1097,
,J. Fletcher CM CDM CAM,18,63,81,Manchester United 2024 ~ 2027,€1.2M,€10K,1702,
,Z. Abbott CB RB,19,63,78,Nottingham Forest 2022 ~ 2029,€1.1M,€11K,1495,
,E. González LW RW CAM LM,20,63,75,Wolverhampton Wanderers 2023 ~ 2029,€1.2M,€11K,1546,
,E. Agyei RM RW,20,63,75,Burnley 2023 ~ 2027,€1.2M,€9K,1523,
,R. Matthews GK,31,63,63,Crystal Palace 2021 ~ 2027,€250K,€10K,1136,
,K. Furo ST,18,63,83,Brentford 2026 ~ 2031,€1.3M,€11K,1578,
,E. Balcombe GK,25,63,67,Brentford 2016 ~ 2027,€525K,€8K,1079,
,T. Siwe CB,20,63,78,AJ Auxerre 2025 ~ 2027,€1.1M,€4K,1371,
,Rafael Fernandes CB,23,63,74,Lille OSC 2024 ~ 2028,€1M,€6K,1499,
,O. Ba GK,23,63,73,FC Metz 2025 ~ 2027,€925K,€2K,962,
,P. Cabral CDM CM,18,63,78,AS Monaco 2025 ~ 2028,€1.1M,€4K,1696,
,B. Mantsounga CB,17,63,75,OGC Nice 2025 ~ 2028,€1M,€3K,1368,
,M. Jangeal CAM CM,17,63,79,Paris Saint-Germain 2024 ~ 2028,€1.2M,€8K,1608,
,D. Lucea CB LB,18,63,78,Paris Saint-Germain 2026 ~ 2027,€1M,€9K,1405,
,L. Rosier LM LW,18,63,80,Stade Rennais FC 2024 ~ 2028,€1.2M,€4K,1559,
,A. Cissé CB RB,19,63,73,RC Strasbourg Alsace 2024 ~ 2028,€975K,€7K,1371,
,B. Fadiga CM CAM CDM,24,63,68,FC Lorient 2024 ~ 2028,€725K,€4K,1714,
,D. Mosengo CM CDM,18,63,76,Le Havre AC 2024 ~ 2027,€1.1M,€2K,1652,
,M. Dao RW ST RM,18,63,77,Paris FC 2026 ~ 2028,€1.1M,€7K,1501,
,D. Krevsun CAM CM RB,20,63,77,Borussia Dortmund 2026 ~ 2028,€1.2M,€7K,1564,
,S. Ostrzinski GK,21,63,75,Borussia Dortmund 2021 ~ 2027,€1M,€3K,922,
,K. Steinmann RB LB LM,19,63,74,SC Freiburg 2025 ~ 2028,€1M,€4K,1589,
,A. Røssing-Lelesiit LW RM LM,18,63,80,Hamburger SV 2025 ~ 2030,€1.2M,€4K,1459,
,M. Herwerth CB,19,63,77,VfB Stuttgart 2025 ~ 2027,€1.1M,€6K,1327,
,F. Hellstern GK,17,63,82,VfB Stuttgart 2025 ~ 2030,€1.1M,€1K,865,
,N. Darvich CAM CM RM ST,18,63,82,VfB Stuttgart 2025 ~ 2029,€1.2M,€6K,1583,
,B. Katz LM LW,17,63,80,VfL Wolfsburg 2025 ~ 2027,€1.2M,€5K,1540,
,J. Grahl GK,36,63,63,Eintracht Frankfurt 2021 ~ 2028,€50K,€3K,1101,
,A. Markgraf LB LM,19,63,78,1. FC Union Berlin 2025 ~ 2028,€1.1M,€5K,1584,
,T. Kastanaras ST,22,63,72,FC Augsburg 2026 ~ 2027,€1.1M,€8K,1525,
,F. Stevens RB RM,22,63,72,FC St. Pauli 2024 ~ 2029,€1M,€5K,1641,
,A. Kölle CB,19,63,74,1. FC Heidenheim 1846 2025 ~ 2029,€975K,€5K,1443,
,V. Gebel CAM LM RM CM,17,63,80,RB Leipzig 2024 ~ 2028,€1.2M,€6K,1654,
,S. Scaglia GK,20,63,74,Juventus 2025 ~ 2028,€900K,€7K,1056,
,F. Carboni LB LM,22,63,68,"Parma Jun 30, 2026 On loan",€700K,€6K,1605,
,F. Rinaldi GK,22,63,69,Parma 2025 ~ 2029,€625K,€2K,917,
,J. Arizala RM RW,19,63,78,Udinese 2026 ~ 2030,€1.1M,€3K,1464,
,İ. Vural CM CDM,19,63,79,Pisa 2025 ~ 2028,€1.2M,€2K,1646,
,R. Bozhinov CB,20,63,77,Pisa 2026 ~ 2030,€1.1M,€2K,1511,
,Iker Luque RW RM,20,63,78,Atlético Madrid 2024 ~ 2028,€1.2M,€10K,1582,
,Javi Morcillo CDM CM,19,63,76,Atlético Madrid 2026 ~ 2028,€1.1M,€8K,1599,
,Miguel Cubo ST,17,63,80,Atlético Madrid 2025 ~ 2029,€1.2M,€8K,1516,
,Xavi Espart RB CDM CM,18,63,81,FC Barcelona 2024 ~ 2028,€1.2M,€10K,1621,
,David Jiménez RB,21,63,74,Real Madrid 2024 ~ 2027,€1M,€20K,1584,
,Jorge Cestero CM CDM,19,63,80,Real Madrid 2025 ~ 2028,€1.2M,€20K,1606,
,Álvaro Leiva RW LW RM,20,63,72,Real Madrid 2026 ~ 2028,€1.1M,€23K,1637,
,Mikel Santos GK,20,63,75,Athletic Club 2025 ~ 2027,€1M,€3K,985,
,Selton CAM CM,18,63,82,Athletic Club 2025 ~ 2029,€1.2M,€6K,1545,
,Dani Pérez CM CAM CDM,19,63,76,Real Betis Balompié 2025 ~ 2030,€1.1M,€5K,1627,
,Hugo Burcio CDM CM CB,18,63,77,RC Celta 2024 ~ 2027,€1.1M,€4K,1600,
,David Otorbi RW RM LM,17,63,78,Valencia CF 2024 ~ 2028,€1.1M,€5K,1539,
,Aitor Mañas ST,22,63,71,Deportivo Alavés 2025 ~ 2028,€1.1M,€6K,1492,
,Arguibide RB RM,20,63,77,CA Osasuna 2023 ~ 2027,€1.1M,€5K,1640,
,Raúl Chasco LB,21,63,73,CA Osasuna 2025 ~ 2028,€1M,€5K,1584,
,D. Stamatakis GK,22,63,73,CA Osasuna 2025 ~ 2027,€925K,€4K,888,
,A. Diatta CDM CM,20,63,75,Villarreal CF 2026 ~ 2030,€1.1M,€6K,1570,
,Rubén Gómez GK,23,63,71,Villarreal CF 2024 ~ 2027,€925K,€4K,973,
,P. Ba RM CAM RW,21,63,71,Girona FC 2024 ~ 2028,€1.1M,€5K,1521,
,Miguel Narváez GK,23,63,70,Real Oviedo 2025 ~ 2027,€825K,€4K,982,
,Pablo Agudín CAM LM ST CM,17,63,81,Real Oviedo 2025 ~ 2029,€1.2M,€4K,1647,
,B. Mantato RM LB RW,17,62,83,Manchester United 2025 ~ 2028,€1.2M,€8K,1655,
,T. Fletcher CM CDM,18,62,80,Manchester United 2025 ~ 2027,€1M,€9K,1730,
,M. Gillespie GK,33,62,62,Newcastle United 2020 ~ 2029,€130K,€12K,1042,
,C. Olusesi CM CAM CDM,18,62,81,Tottenham Hotspur 2024 ~ 2029,€1M,€11K,1744,
,J. Byfield CB,16,62,80,Tottenham Hotspur 2025 ~ 2027,€925K,€8K,1422,
,M. Kanté CDM CM,19,62,76,West Ham United 2024 ~ 2031,€900K,€8K,1628,
,J. Kusi-Asare ST,17,62,84,"Fulham FC Jun 30, 2026 On loan",€1.3M,€7K,1475,
,C. Kporha RB RM,18,62,78,Crystal Palace 2023 ~ 2029,€975K,€9K,1660,
,R. Cardines RB RM LB,19,62,75,Crystal Palace 2025 ~ 2028,€900K,€9K,1666,
,T. McGill GK,25,62,67,Brighton & Hove Albion 2022 ~ 2027,€475K,€9K,999,
,O. Bevan CB,21,62,72,AFC Bournemouth 2021 ~ 2028,€825K,€9K,1426,
,N. Buayi-Kiala CM CDM,21,62,73,AJ Auxerre 2024 ~ 2030,€900K,€4K,1693,
,A. Diallo CM CDM,19,62,75,RC Lens 2024 ~ 2027,€950K,€4K,1621,
,I. Jourdren GK,16,62,78,RC Lens 2025 ~ 2029,€875K,€700,873,
,E. Garnier RM RB,19,62,75,RC Lens 2026 ~ 2027,€950K,€4K,1559,
,S. Nibombe CDM CB CM,17,62,78,AS Monaco 2026 ~ 2027,€950K,€3K,1545,
,I. Touré RB CB RM,18,62,77,AS Monaco 2026 ~ 2028,€875K,€4K,1595,
,M. Acapandié RB,20,62,73,FC Nantes 2026 ~ 2028,€825K,€3K,1467,
,A. Camara ST,20,62,67,"FC Nantes Jun 30, 2026 On loan",€600K,€4K,1584,
,B. Żelazowski GK,20,62,76,OGC Nice 2024 ~ 2028,€850K,€2K,1043,
,P. Mounguengue ST,17,62,77,Paris Saint-Germain 2026 ~ 2028,€925K,€8K,1492,
,H. Do Marcolino CAM CM ST,19,62,79,Stade Rennais FC 2026 ~ 2028,€1M,€4K,1517,
,I. Sabaly CDM CM,17,62,76,RC Strasbourg Alsace 2026 ~ 2030,€850K,€5K,1555,
,Y. Diémé RM ST RW,17,62,76,RC Strasbourg Alsace 2026 ~ 2030,€900K,€5K,1583,
,Y. Sellami CM CDM,18,62,74,Olympique de Marseille 2024 ~ 2027,€925K,€5K,1587,
,M. Louër RB CB,18,62,76,Angers SCO 2025 ~ 2028,€875K,€2K,1505,
,N. Obougou ST RM RW,19,62,74,Le Havre AC 2025 ~ 2028,€950K,€3K,1510,
,N. Wasbauer CB,20,62,74,Toulouse FC 2024 ~ 2027,€900K,€4K,1402,
,I. Azizi LW ST LM,17,62,78,Toulouse FC 2025 ~ 2030,€1M,€3K,1527,
,D. Zema RW CAM RM,18,62,76,Toulouse FC 2025 ~ 2030,€925K,€4K,1585,
,N. Lahmadi CM CDM,20,62,72,Toulouse FC 2023 ~ 2030,€875K,€4K,1650,
,J. Urbich ST,21,62,74,Borussia Mönchengladbach 2025 ~ 2028,€975K,€5K,1504,
,F. Fleck RW CAM RM,18,62,77,Borussia Mönchengladbach 2025 ~ 2027,€925K,€4K,1575,
,F. Chávez CM CAM CDM,18,62,80,"1. FC Köln Jun 30, 2026 On loan",€1M,€7K,1603,
,F. Schenten ST LW,17,62,79,1. FC Köln 2025 ~ 2030,€1M,€3K,1448,
,Y. Niang RW ST RM,19,62,79,1. FC Köln 2026 ~ 2027,€1M,€4K,1538,
,J. Mensah CM CAM CDM,17,62,82,Bayer 04 Leverkusen 2025 ~ 2027,€1.1M,€7K,1671,
,M. Ćatović CDM CM CB,18,62,78,VfB Stuttgart 2025 ~ 2028,€950K,€5K,1591,
,L. Penna CAM RM CM,18,62,77,VfB Stuttgart 2026 ~ 2027,€925K,€5K,1473,
,F. Moreno Fell ST LW LM,25,62,66,1. FSV Mainz 05 2025 ~ 2028,€550K,€6K,1531,
,J. Bürger RB RM,18,62,75,VfL Wolfsburg 2025 ~ 2028,€875K,€5K,1589,
,M. Dills CAM RW CM,18,62,82,Eintracht Frankfurt 2025 ~ 2028,€1.1M,€4K,1539,
,A. Staff ST RW,17,62,85,Eintracht Frankfurt 2025 ~ 2028,€1.3M,€4K,1461,
,D. Preu LM CAM ST LW,20,62,77,1. FC Union Berlin 2023 ~ 2030,€950K,€5K,1508,
,E. Gazdov GK,21,62,71,"FC St. Pauli Jun 30, 2026 On loan",€775K,€700,972,
,D. Vavassori ST CAM,19,62,75,Atalanta 2026 ~ 2029,€950K,€9K,1469,
,F. Rossi GK,34,62,62,Atalanta 2009 ~ 2029,€70K,€8K,967,
,Saná Fernandes ST CAM,19,62,75,Lazio 2023 ~ 2028,€950K,€5K,1604,
,L. Torriani GK,20,62,76,AC Milan 2024 ~ 2030,€850K,€3K,951,
,C. Balentien RM RW,18,62,76,AC Milan 2025 ~ 2030,€925K,€6K,1621,
,D. Mikołajewski ST,19,62,74,Parma 2026 ~ 2030,€950K,€4K,1506,
,L. Venturino RM LM RW,19,62,76,"Roma Jun 30, 2026 On loan",€950K,€4K,1439,
,N. Kovač CM CDM,20,62,71,Lecce 2025 ~ 2028,€875K,€2K,1686,
,O. Gorter CDM CM,20,62,71,Lecce 2025 ~ 2028,€825K,€2K,1659,
,O. Raterink RB RM,19,62,75,Cagliari 2026 ~ 2030,€900K,€2K,1558,
,Y. Trepy ST,19,62,74,Cagliari 2026 ~ 2028,€950K,€2K,1575,
,P. Mendy ST,18,62,76,Cagliari 2026 ~ 2031,€925K,€2K,1515,
,E. Kouadio CB,19,62,76,Fiorentina 2025 ~ 2027,€875K,€6K,1429,
,G. Lafont CM CDM,19,62,76,Genoa 2025 ~ 2028,€950K,€4K,1751,
,D. Sommariva GK,27,62,65,Genoa 2023 ~ 2030,€400K,€3K,1118,
,D. Denoon CB,21,62,73,"Pisa Jun 30, 2026 On loan",€825K,€3K,1504,
,G. Zacchi GK,21,62,71,Sassuolo 2025 ~ 2027,€775K,€2K,928,
,Dani Martinez CB LB CDM CM,21,62,75,Atlético Madrid 2023 ~ 2027,€925K,€8K,1508,
,Rayane CAM RM CM,20,62,76,Atlético Madrid 2026 ~ 2029,€950K,€8K,1705,
,D. Kochen GK,19,62,79,FC Barcelona 2024 ~ 2028,€900K,€5K,911,
,Daniel Yáñez RW RM,18,62,78,Real Madrid 2024 ~ 2029,€1M,€19K,1531,
,Manu González GK,18,62,79,Real Betis Balompié 2025 ~ 2028,€900K,€1K,914,
,Jan Salas CM CAM LM CDM,19,62,76,RCD Mallorca 2025 ~ 2028,€950K,€5K,1570,
,Aimar Blázquez ST,19,62,77,Valencia CF 2025 ~ 2027,€950K,€6K,1537,
,Lander Pinillos CAM RM CM,21,62,73,Deportivo Alavés 2025 ~ 2027,€900K,€5K,1748,
,Álex Sánchez RM LM CAM RW,19,62,76,Elche CF 2026 ~ 2027,€950K,€4K,1540,
,A. Boayar ST,19,62,78,Elche CF 2023 ~ 2027,€1M,€4K,1495,
,Rafa Romero GK,21,62,72,Sevilla FC 2025 ~ 2027,€775K,€2K,883,
,J. Valou CB LB,19,62,78,Villarreal CF 2024 ~ 2030,€975K,€5K,1508,
,Carlos Macià CM CDM,16,62,81,Villarreal CF 2025 ~ 2029,€1M,€4K,1626,
,M. Krug CB,18,62,76,Levante UD 2025 ~ 2028,€875K,€4K,1431,
,Alberto Risco CAM CM,19,62,75,Getafe CF 2023 ~ 2028,€950K,€5K,1572,
,Diego Espinosa CB,20,62,75,Real Oviedo 2025 ~ 2029,€900K,€5K,1404,
,Dieguito CM CAM RM CDM,20,62,76,Real Oviedo 2023 ~ 2028,€950K,€5K,1698,
,R. Williams CB,24,61,66,Liverpool 2019 ~ 2028,€450K,€12K,1457,
,H. Davies GK,21,61,72,Liverpool 2021 ~ 2030,€650K,€5K,900,
,E. da Silva Moreira RB RM,19,61,77,Nottingham Forest 2024 ~ 2028,€825K,€9K,1632,
,J. Rowswell CB,18,61,76,Tottenham Hotspur 2024 ~ 2029,€725K,€9K,1442,
,L. Orford CDM CM,19,61,78,West Ham United 2023 ~ 2029,€800K,€7K,1615,
,M. Aleksić CM CAM CDM,19,61,71,Sunderland 2024 ~ 2028,€700K,€7K,1651,
,K. Rodney CDM RB CM,20,61,70,Crystal Palace 2024 ~ 2030,€675K,€9K,1582,
,C. Mélières RB,20,61,73,FC Metz 2025 ~ 2028,€750K,€2K,1491,
,D. Coulibaly CM CDM,16,61,76,OGC Nice 2025 ~ 2027,€750K,€2K,1632,
,E. Legendre Quiñonez RM RW,17,61,77,Stade Rennais FC 2025 ~ 2029,€825K,€2K,1497,
,T. Noubissie CM CDM,16,61,79,RC Strasbourg Alsace 2026 ~ 2028,€825K,€5K,1542,
,Daniel Semedo CAM CM,21,61,70,FC Lorient 2026 ~ 2028,€725K,€3K,1495,
,T. Sanusi LW RW LM,18,61,82,"FC Lorient Jun 30, 2026 On loan",€1M,€12K,1457,
,U. Lamare El Kadmiri ST,18,61,75,Olympique de Marseille 2026 ~ 2027,€775K,€5K,1415,
,J. Van Neck GK,21,61,71,Olympique de Marseille 2025 ~ 2027,€650K,€2K,936,
,L. Machine ST,19,61,71,Angers SCO 2025 ~ 2028,€725K,€2K,1436,
,P. Argney GK,19,61,77,Le Havre AC 2024 ~ 2027,€750K,€900,983,
,G. Zohouri CM CDM,18,61,76,Le Havre AC 2024 ~ 2027,€750K,€2K,1587,
,E. Faty ST,18,61,76,Toulouse FC 2025 ~ 2030,€775K,€3K,1498,
,F. Efuele Ngoyala CB CDM CM,20,61,74,Toulouse FC 2025 ~ 2028,€750K,€3K,1449,
,G. Della Rovere CAM CM,18,61,80,FC Bayern München 2026 ~ 2027,€825K,€6K,1504,
,W. Mike LM LW,16,61,85,FC Bayern München 2025 ~ 2027,€1M,€5K,1560,
,V. Manuba RB LB,20,61,74,FC Bayern München 2025 ~ 2028,€750K,€7K,1535,
,B. Sapoko Ndiaye CM CAM CDM,17,61,81,FC Bayern München 2026 ~ 2028,€875K,€5K,1696,
,E. Benkara CB,18,61,79,Borussia Dortmund 2026 ~ 2029,€775K,€5K,1396,
,M. Kaba CDM CM,16,61,85,Borussia Dortmund 2026 ~ 2027,€975K,€4K,1502,
,C. Neumann RB RM,18,61,77,1. FC Köln 2025 ~ 2027,€800K,€3K,1530,
,S. Musah ST,19,61,77,SV Werder Bremen 2025 ~ 2029,€850K,€4K,1488,
,D. Gleiber CM CAM CDM,20,61,75,1. FSV Mainz 05 2024 ~ 2028,€775K,€4K,1678,
,P. Hensel CM CDM CAM,18,61,76,VfL Wolfsburg 2025 ~ 2029,€750K,€5K,1638,
,F. Micheler CM CAM CDM,20,61,75,TSG 1899 Hoffenheim 2024 ~ 2027,€775K,€5K,1621,
,K. Frees CB,20,61,71,TSG 1899 Hoffenheim 2025 ~ 2029,€675K,€4K,1294,
,D. Klein GK,24,61,67,FC Augsburg 2021 ~ 2029,€425K,€3K,880,
,S. Spari GK,23,61,71,FC St. Pauli 2025 ~ 2028,€625K,€2K,893,
,L. Jakirović CB LB,17,61,82,Inter 2026 ~ 2030,€975K,€3K,1641,
,M. Mosconi ST,18,61,76,Inter 2026 ~ 2028,€775K,€4K,1507,
,A. Furlanetto GK,23,61,66,Lazio 2022 ~ 2028,€400K,€3K,980,
,A. Cardinali LM RM ST LW,19,61,76,Parma 2026 ~ 2028,€775K,€3K,1432,
,J. Samooja GK,21,61,69,Lecce 2023 ~ 2030,€650K,€850,888,
,E. Košpo CB,18,61,76,Fiorentina 2025 ~ 2030,€725K,€5K,1415,
,F. Carbone CAM CM,18,61,74,Genoa 2026 ~ 2028,€750K,€3K,1541,
,M. Doucouré CB,18,61,76,Genoa 2026 ~ 2028,€725K,€3K,1386,
,F. Coppola CB,20,61,76,Pisa 2026 ~ 2029,€750K,€2K,1355,
,T. Macchioni CB,19,61,76,Sassuolo 2026 ~ 2029,€725K,€3K,1317,
,Jofre Torrents LB,18,61,79,FC Barcelona 2025 ~ 2028,€800K,€8K,1564,
,Tommy Marqués CDM CM,18,61,78,FC Barcelona 2025 ~ 2028,€800K,€8K,1586,
,Fortea RB,18,61,77,Real Madrid 2025 ~ 2029,€800K,€14K,1585,
,Andrés Antañón CM CAM CDM,18,61,78,RC Celta 2024 ~ 2027,€825K,€3K,1640,
,Orejuela LB,17,61,78,RCD Mallorca 2025 ~ 2028,€775K,€3K,1522,
,Lucas Núñez CM CDM,19,61,74,Valencia CF 2025 ~ 2028,€775K,€5K,1636,
,Carlos Ballestero RB LB CB,21,61,72,Deportivo Alavés 2025 ~ 2027,€700K,€4K,1579,
,G. Swiderski GK,19,61,77,Deportivo Alavés 2024 ~ 2027,€750K,€2K,894,
,Mestanza CAM LW RW CM,20,61,75,"Getafe CF Jun 30, 2026 On loan",€800K,€8K,1577,
,Damián CM CDM,22,61,70,Getafe CF 2024 ~ 2029,€725K,€5K,1706,
,Lucas Laso CB,22,61,72,Getafe CF 2025 ~ 2030,€700K,€5K,1490,
,Gibi RB,18,61,78,Girona FC 2025 ~ 2029,€800K,€3K,1487,
,J. Arango LM ST LW,19,61,75,Girona FC 2025 ~ 2028,€775K,€4K,1573,
,Cheli CM CAM CDM,19,61,74,Real Oviedo 2025 ~ 2029,€775K,€4K,1747,
,Omar Falah LB LM,21,61,72,Real Oviedo 2025 ~ 2027,€700K,€4K,1671,
,M. Gueye RM RB RW,20,61,74,Real Oviedo 2025 ~ 2027,€800K,€5K,1683,
,L. Shahar RB RM,18,60,79,Newcastle United 2025 ~ 2028,€600K,€8K,1586,
,E. Mayers CB,18,60,78,West Ham United 2025 ~ 2028,€600K,€6K,1397,
,H. Jones CAM CM,20,60,74,Sunderland 2024 ~ 2028,€600K,€6K,1533,
,N. Oriola LM RM LW,18,60,78,Brighton & Hove Albion 2025 ~ 2027,€625K,€7K,1507,
,R. Rees-Dottin ST,19,60,75,AFC Bournemouth 2025 ~ 2028,€600K,€7K,1519,
,Y. Zaddy CDM CM,19,60,72,AJ Auxerre 2025 ~ 2028,€550K,€2K,1466,
,J. Mangondo ST,19,60,76,FC Metz 2024 ~ 2028,€650K,€2K,1471,
,J. Stawiecki GK,18,60,77,AS Monaco 2024 ~ 2029,€550K,€1K,923,
,J. Bosey ST,17,60,76,RC Strasbourg Alsace 2026 ~ 2029,€625K,€5K,1448,
,M. Bley CAM CM,19,60,73,FC Lorient 2025 ~ 2028,€575K,€2K,1419,
,N. Kamissoko CDM CM,20,60,69,Olympique de Marseille 2023 ~ 2027,€500K,€4K,1491,
,T. Vermot GK,28,60,61,Olympique de Marseille 2024 ~ 2028,€200K,€4K,906,
,G. Gomis CB,17,60,76,Le Havre AC 2025 ~ 2028,€575K,€1K,1351,
,D. Ofli LB,18,60,80,FC Bayern München 2025 ~ 2028,€650K,€5K,1488,
,N. Swider CDM CM,18,60,80,Borussia Mönchengladbach 2024 ~ 2027,€650K,€3K,1669,
,F. Harchaoui CDM CM,19,60,77,1. FC Köln 2024 ~ 2028,€600K,€2K,1503,
,B. Hawighorst CB CDM,17,60,82,Bayer 04 Leverkusen 2025 ~ 2028,€725K,€5K,1409,
,N. Mensah CM CDM,18,60,79,Bayer 04 Leverkusen 2025 ~ 2027,€625K,€6K,1616,
,E. Chigozie Owen RM CAM RW,18,60,79,Bayer 04 Leverkusen 2026 ~ 2028,€625K,€6K,1525,
